#Metacyc pathway and RXN mapping file
#Pathway	RXN
PWY-7731	HYDROG-RXN
PWY-7731	PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN
PWY-7731	RXN-15479
PWY-7731	RXN-12303
PWY-7855	RXN-18427
PWY-7855	R101-RXN
PWY-7855	RXN-18397
PWY-7855	RXN-18396
PWY-6378	RXN-11006
PWY-6378	RXN-11008
PWY-6378	RXN-11007
PWY-6378	RXN-11009
PWY-5736	RXN-8944
PWY-5736	RXN-8941
PWY-5736	RXN-8946
PWY-5736	RXN-8945
PWY-5736	RXN-8940
PWY-5736	RXN-8943
PWY-5736	RXN-8942
PWY-7990	ORNITHINE-RACEMASE-RXN
PWY-7990	RXN-19522
PWY-7990	RXN-19521
PWY-6407	RXN-11113
PWY-6407	RXN-11105
PWY-6780	HYDROG-RXN
PWY-6780	1.2.7.4-RXN
PWY-8020	XYLONATE-DEHYDRATASE-RXN
PWY-8020	D-XYLOSE-1-DEHYDROGENASE-RXN
PWY-8020	25-DIOXOVALERATE-DEHYDROGENASE-RXN
PWY-8020	RXN-8777
PWY-8020	RXN-12246
PWY-6574	RXN-11611
PWY-6574	RXN-11613
PWY-6574	RXN-11609
PWY-6574	RXN-11610
PWY-6574	RXN-11612
PWY-6574	RXN-11608
PWY-6574	RXN-11607
PWY-6574	RXN-11614
PWY-7294	RXN-14641
PWY-7294	XYLONATE-DEHYDRATASE-RXN
PWY-7294	RXN-14642
PWY-7294	MALSYN-RXN
PWY-7294	4.1.2.28-RXN
PWY-7294	RXN-12246
PWY-7294	GLYCOLATE-REDUCTASE-RXN
PWY-6962	RXN-12901
PWY-6962	GLUTAMATE--METHYLAMINE-LIGASE-RXN
ORNDEG-PWY	RXN-6423
ORNDEG-PWY	PUTTRANSAM-RXN
ORNDEG-PWY	ORNDECARBOX-RXN
ORNDEG-PWY	RXN0-3901
PWY-5903	DHBDEHYD-RXN
PWY-5903	RXN-9377
PWY-5903	RXN-19461
PWY-5903	DHBAMPLIG-RXN
PWY-5903	RXN-19460
PWY-5903	RXN-19458
PWY-5903	RXN-9376
PWY-5903	RXN-19462
PWY-5903	RXN-19449
PWY-5903	RXN-19452
PWY-6760	XYLONATE-DEHYDRATASE-RXN
PWY-6760	25-DIOXOVALERATE-DEHYDROGENASE-RXN
PWY-6760	RXN-8777
PWY-6760	RXN-12246
PWY-6760	D-XYLOSE-1-DEHYDROGENASE-NADP+-RXN
PWY-6968	RXN-12900
PWY-6968	RXN-12901
PWY-6968	TRIMETHYLAMINE-OXIDE-ALDOLASE-RXN
PWY-761	RXN-683
PWY-761	4.1.1.86-RXN
PWY-761	RXN-682
PWY-761	RXN-19518
PWY-761	RXN-684
PWY-761	RXN-685
PWY-761	R101-RXN
XYLCAT-PWY	XYLULOKIN-RXN
XYLCAT-PWY	XYLISOM-RXN
PWY0-1347	RXN0-5264
PWY0-1347	RXN0-5388
PWY0-1355	RXN0-5264
PWY0-1355	FORMATEDEHYDROG-RXN
P224-PWY	HYDROGENSULFITE-REDUCTASE-RXN
P224-PWY	SULFATE-ADENYLYLTRANS-RXN
P224-PWY	RXN-17805
P224-PWY	ADENYLYLSULFATE-REDUCTASE-RXN
P224-PWY	R186-RXN
PWY0-1576	RXN0-5256
PWY0-1576	R601-RXN
PWY-5674	1.7.2.2-RXN
PWY-5674	NITRATE-REDUCTASE-CYTOCHROME-RXN
PWY0-1581	RXN0-3501
PWY0-1581	RXN-15740
PWY-6748	NITRITE-REDUCTASE-CYTOCHROME-RXN
PWY-6748	RXN-12129
PWY-6748	RXN-12130
PWY-6748	RXN-11236
PWY-6748	TRANS-RXN0-239
PWY0-1585	RXN-18605
PWY0-1585	FORMATEDEHYDROG-RXN
PWY0-1585	RXN-18604
PWY0-1336	R601-RXN
PWY0-1336	RXN0-5388
PWY0-1352	RXN0-3501
PWY0-1352	RXN0-5388
DISSULFRED-PWY	RXN-17804
DISSULFRED-PWY	ADENYLYLSULFATE-REDUCTASE-RXN
DISSULFRED-PWY	SULFATE-ADENYLYLTRANS-RXN
DISSULFRED-PWY	RXN-17803
PWY0-1573	RXN0-5330
PWY0-1573	RXN0-7124
PWY-6735	RXN-12181
PWY-6735	CYCLOMALTODEXTRINASE-RXN
PWY-6735	RXN-12188
PWY0-1578	RXN0-5264
PWY0-1578	RXN0-5256
PWY-6731	RXN-12171
PWY-6731	CYCLOMALTODEXTRINASE-RXN
PWY-6731	RXN-12181
PWY-6731	PHOSPHOGLUCMUT-RXN
PWY-6530	RXN-11498
PWY-6530	1.13.11.49-RXN
PWY0-1584	RXN-18584
PWY0-1584	NITRATE-REDUCTASE-CYTOCHROME-RXN
PWY0-1584	RXN0-5260
PWY0-1321	RXN0-3501
PWY0-1321	FORMATEDEHYDROG-RXN
PWY0-1348	RXN0-5388
PWY0-1348	DIMESULFREDUCT-RXN
PWY-6737	RXN-12193
PWY-6737	RXN-12171
PWY-6737	RXN-12190
PWY-6737	PHOSPHOGLUCMUT-RXN
DENITRIFICATION-PWY	NITRIC-OXIDE-REDUCTASE-RXN
DENITRIFICATION-PWY	RXN-15838
DENITRIFICATION-PWY	RXN-12130
DENITRIFICATION-PWY	RXN-11236
DENITRIFICATION-PWY	TRANS-RXN0-239
PWY0-1356	FORMATEDEHYDROG-RXN
PWY0-1356	DIMESULFREDUCT-RXN
P303-PWY	1.7.99.8-RXN
P303-PWY	RXN-11175
P303-PWY	NITRITE-REDUCTASE-CYTOCHROME-RXN
PWY0-1577	RXN0-5256
PWY0-1577	DIMESULFREDUCT-RXN
PWY-6529	1.13.11.49-RXN
PWY-6529	1.97.1.1-RXN
PWY0-1582	R601-RXN
PWY0-1582	RXN-15740
PWY-7084	AMONITRO-RXN
PWY-7084	RXN-13570
PWY-7084	NITRITE-REDUCTASE-CYTOCHROME-RXN
PWY-7084	HAONITRO-RXN
PWY-7084	NITRIC-OXIDE-REDUCTASE-RXN
PWY-7084	RXN-12130
PWY-7200	THYMIDYLATESYN-RXN
PWY-7200	RXN-7913
PWY-7200	DTMPKI-RXN
PWY-7200	THYKI-RXN
PWY-7200	DEOXYCYTIDINE-KINASE-RXN
PWY-7195	CYTDEAM-RXN
PWY-7195	RXN0-361
PWY-7199	THYMIDYLATESYN-RXN
PWY-7199	CYTIDEAM-RXN
PWY-7199	THYKI-RXN
PWY-7199	DEOXYCYTIDINE-KINASE-RXN
PWY-7199	DURIDKI-RXN
PWY-7208	URACIL-PRIBOSYLTRANS-RXN
PWY-7208	RXN-12002
SERSYN-PWY	PGLYCDEHYDROG-RXN
SERSYN-PWY	RXN0-5114
SERSYN-PWY	PSERTRANSAM-RXN
PWY-6556	URIDINE-NUCLEOSIDASE-RXN
PWY-6556	CYTIDEAM2-RXN
PWY-7194	CYTDEAM-RXN
PWY-7194	URACIL-PRIBOSYLTRANS-RXN
SERDEG-PWY	4.3.1.17-RXN
SERDEG-PWY	RXN-15124
SERDEG-PWY	RXN-15127
SERDEG-PWY	RXN-15125
PWY-7205	CDPKIN-RXN
PWY-7205	RXN-11832
PWY-7193	URIDINEKIN-RXN
PWY-7193	CYTIDEAM2-RXN
PWY-7193	CYTIKIN-RXN
PWY-7196	RXN-12002
PWY-7196	RXN-11832
PWY-7196	URIDINE-NUCLEOSIDASE-RXN
PWY-7196	URIDINEKIN-RXN
PWY-7196	CYTIKIN-RXN
PWY-7196	URACIL-PRIBOSYLTRANS-RXN
PWY-5482	ACETATEKIN-RXN
PWY-5482	PYRUVDEH-RXN
PWY-5482	PHOSACETYLTRANS-RXN
P142-PWY	PHOSACETYLTRANS-RXN
P142-PWY	PYRUFLAVREDUCT-RXN
PWY-5100	ACETATEKIN-RXN
PWY-5100	L-LACTATE-DEHYDROGENASE-RXN
PWY-5100	PHOSACETYLTRANS-RXN
PWY-5100	PYRUFLAVREDUCT-RXN
PWY-5485	ACETATEKIN-RXN
PWY-5485	PYRUVFORMLY-RXN
PWY-5485	PHOSACETYLTRANS-RXN
PWY-5096	ACETATE--COA-LIGASE-ADP-FORMING-RXN
PWY-5096	ALANINE-AMINOTRANSFERASE-RXN
PWY-5096	PYRUFLAVREDUCT-RXN
PWY-5483	ACETATE--COA-LIGASE-ADP-FORMING-RXN
PWY-5483	PYRUFLAVREDUCT-RXN
P41-PWY	PHOSACETYLTRANS-RXN
P41-PWY	PYRUVDEH-RXN
P41-PWY	ACETATEKIN-RXN
PWY-7798	RXN-17884
PWY-7798	RXN-17880
PWY-7798	HYDROXYLAMINE-REDUCTASE-NADH-RXN
PWY-7798	RXN-17886
PWY-7798	RXN-17887
PWY-7884	RXN-17362
PWY-7884	RXN0-3201
PWY-7884	RXN-17363
PWY-7884	RXN0-20
PWY-7887	RXN-18691
PWY-7887	RXN-18692
PWY-7887	RXN-18693
PWY-7887	RXN-18690
PWY-7887	RXN-18694
PWY-7887	RXN-18689
PWY-7893	RXN-16707
PWY-7893	RXN-16706
PWY-7893	RXN-16708
PWY-7942	RXN-19024
PWY-7942	RXN-19022
PWY-7942	PYROGLUTAMYL-PEPTIDASE-I-RXN
PWY-7942	RXN-19146
PWY-7942	5-OXOPROLINASE-ATP-HYDROLYSING-RXN
PWY-7942	RXN-19145
PWY0-1599	RXN-20056
PWY0-1599	RXN0-7310
PWY0-1599	RXN-20000
PWY0-1600	RXN-20057
PWY0-1600	RXN0-7311
PWY-7808	RXN-17968
PWY-7808	RXN-17967
PWY-7808	RXN-17970
PWY-7652	RXN-16525
PWY-7652	RXN-16523
PWY-7652	RXN-16524
PWY-7658	RXN-16571
PWY-7658	RXN-16572
PWY-7658	RXN-16570
PWY-7658	RXN-16569
PWY-7658	RXN-16573
PANTOSYN-PWY	PANTOTHENATE-KIN-RXN
PANTOSYN-PWY	ASPDECARBOX-RXN
PANTOSYN-PWY	P-PANTOCYSLIG-RXN
PANTOSYN-PWY	PANTOATE-BETA-ALANINE-LIG-RXN
PWY-5027	RXN-7568
PWY-5027	RXN-7569
PWY-5027	RXN-17066
PWY-5027	RXN-17007
1CMET2-PWY	5-FORMYL-THF-CYCLO-LIGASE-RXN
1CMET2-PWY	THYMIDYLATESYN-RXN
1CMET2-PWY	DIHYDROFOLATEREDUCT-RXN
1CMET2-PWY	HOMOCYSMETB12-RXN
1CMET2-PWY	1.5.1.20-RXN
1CMET2-PWY	METHENYLTHFCYCLOHYDRO-RXN
1CMET2-PWY	GLYOHMETRANS-RXN
1CMET2-PWY	GCVMULTI-RXN
1CMET2-PWY	METHYLENETHFDEHYDROG-NADP-RXN
PWY-2161	RXN0-2921
PWY-2161	GLYOHMETRANS-RXN
PWY-2161	FORMATETHFLIG-RXN
PWY-2161	FORMYLTHFGLUSYNTH-RXN
PWY-6543	PABASYN-RXN
PWY-6543	ADCLY-RXN
PWY-6612	ADCLY-RXN
PWY-6612	H2PTERIDINEPYROPHOSPHOKIN-RXN
PWY-6612	H2PTEROATESYNTH-RXN
PWY-6613	GART-RXN
PWY-6613	METHENYLTHFCYCLOHYDRO-RXN
PWY-6614	DIHYDROFOLATESYNTH-RXN
PWY-6614	DIHYDROFOLATEREDUCT-RXN
PWY-6614	H2PTEROATESYNTH-RXN
PWY-6147	DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN
PWY-6147	H2PTERIDINEPYROPHOSPHOKIN-RXN
PWY-6147	H2NEOPTERINALDOL-RXN
PWY-6147	GTP-CYCLOHYDRO-I-RXN
PWY-6147	H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN
PWY-7905	RXN-18775
PWY-7905	RXN-14705
PWY-7905	RXN-18771
PWY-7905	RXN-18772
PWY-7905	RXN-18773
PWY-7905	RXN-18774
PWY-7905	GLCNACPTRANS-RXN
PWY-7905	RXN-18776
PWY-7905	RXN-14706
PWY-7852	RXN-18377
PWY-7852	H2PTERIDINEPYROPHOSPHOKIN-RXN
PWY-7852	GTP-CYCLOHYDRO-I-RXN
PWY-7539	DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN
PWY-7539	H2PTERIDINEPYROPHOSPHOKIN-RXN
PWY-7539	H2NEOPTERINALDOL-RXN
PWY-7539	GTP-CYCLOHYDRO-II-RXN
PWY-7539	RXN-15730
PWY-7530	RXN-15659
PWY-7530	RXN-14572
PWY-7530	GLCNACPTRANS-RXN
PWY-7661	RXN-16601
PWY-7661	TRANS-RXN-274
PWY-7661	RXN-16595
PWY-7661	RXN-16598
PWY-7661	RXN-19208
PWY-7661	RXN-16602
PWY-7661	RXN-16600
PWY-7661	RXN-16597
PWY-7661	TRANS-RXN-275
PWY-7661	RXN-16596
PWY-7661	RXN-16599
PWY-6797	DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN
PWY-6797	H2PTERIDINEPYROPHOSPHOKIN-RXN
PWY-6797	RXN-12356
PWY-6797	H2NEOPTERINALDOL-RXN
PWY-6797	RXN-10063
PWY-6797	RXN-12357
PWY-6797	RXN-12358
PWY-7853	RXN-18378
PWY-7853	RXN-10063
PWY-7853	H2PTERIDINEPYROPHOSPHOKIN-RXN
PWY-7853	RXN-12356
PWY-7290	RXN-14561
PWY-7290	RXN-14563
PWY-7290	RXN-14560
PWY-7290	RXN-14572
PWY-7290	RXN-14562
PWY-7290	GLCNACPTRANS-RXN
PWY-7833	2.4.1.65-RXN
PWY-7833	2.4.99.6-RXN
PWY-7833	RXN-18259
PWY-7833	GALACTOSIDE-3-FUCOSYLTRANSFERASE-RXN
PWY-7833	RXN-18264
PWY-7833	RXN-18234
PWY-7833	RXN-18254
PWY-7833	2.4.1.38-RXN
PWY-7833	RXN-18263
PWY-7892	RXN0-308
PWY-7892	RXN0-2023
PWY-7892	RXN-18708
PWY-7892	RXN0-5144
PWY-7892	RXN-18710
PWY-7892	RXN-18709
PWY-7892	RXN0-7081
PWY-7892	RXN-18707
PWY0-1479	RXN0-6484
PWY0-1479	3.1.26.5-RXN
PWY0-1479	RXN0-6482
PWY0-1479	RXN0-6481
PWY0-1479	RXN0-6478
PWY0-1479	RXN0-4222
PWY0-1479	RXN0-6483
PWY0-1479	RXN0-6479
PWY0-1479	RXN0-6480
PWY0-1479	RXN0-6485
PWY-6711	RXN-12144
PWY-6711	RXN-12145
PWY-7087	RXN-12976
PWY-7087	RXN-12975
PWY-7285	RXN-14517
PWY-7285	RXN-14516
PWY-7285	RXN-14527
PWY-7285	RXN-14526
QUINATEDEG-PWY	3-DEHYDROQUINATE-DEHYDRATASE-RXN
QUINATEDEG-PWY	1.1.99.25-RXN
QUINATEDEG-PWY	DHSHIKIMATE-DEHYDRO-RXN
PWY-6416	3-DEHYDROQUINATE-DEHYDRATASE-RXN
PWY-6416	QUINATE-5-DEHYDROGENASE-RXN
PWY-6416	DHSHIKIMATE-DEHYDRO-RXN
PWY-7923	RXN-12144
PWY-7923	RXN-19021
CAROTENOID-PWY	RXN1F-155
CAROTENOID-PWY	RXN-8026
CAROTENOID-PWY	RXN-8042
CAROTENOID-PWY	RXN1F-150
CAROTENOID-PWY	RXN-7978
CAROTENOID-PWY	RXN-8025
CAROTENOID-PWY	RXN1F-148
CAROTENOID-PWY	RXN-7979
CAROTENOID-PWY	RXN1F-147
CAROTENOID-PWY	RXN1F-151
PWY-6700	RXN0-1321
PWY-6700	RXN-12104
PWY-6700	RXN0-4022
PWY-6700	RXN0-1342
PWY-5288	RXN-8026
PWY-5288	RXN-8214
PWY-5288	RXN-8185
PWY-5288	RXN-8189
PWY-5288	RXN-8187
PWY-5288	RXN-8025
PWY-5288	RXN-8190
PWY-5288	RXN-8184
PWY-5288	RXN-8186
PWY-5288	RXN-8215
PWY0-1587	RXN-14569
PWY0-1587	RXN-14570
PWY-5943	RXN1F-150
PWY-5943	RXN1F-151
PWY-5944	RXN-8025
PWY-5944	RXN-8026
PWY-5945	RXN-7978
PWY-5945	RXN-7979
PWY-5945	RXN-7985
PWY-5945	RXN-7984
PWY-5947	RXN-5961
PWY-5947	RXN-5962
PWY-5947	RXN1F-148
PWY-6279	RXN-10644
PWY-6279	RXN-10647
PWY-6279	RXN-16059
PWY-6279	RXN-10645
PWY-6279	RXN-10646
PWY-6279	RXN-10643
PWY-6280	RXN-10652
PWY-6280	RXN-10651
PWY-6280	RXN-10649
PWY-6280	RXN-10650
PWY-6280	RXN-10648
PWY-6280	RXN-10653
PWY-7904	RXN0-308
PWY-7904	RXN-18457
PWY-7904	RXN-18455
PWY-7904	RXN-18770
PWY-7904	RXN-18456
PWY-5366	RXN-9550
PWY-5366	RXN-8389
PWY-6286	RXN-10668
PWY-6286	RXN-10666
PWY-6286	RXN-10667
PWY-6286	RXN-10669
PWY-6286	RXN-10665
PWY-6286	RXN-10670
PWY-6287	2.5.1.32-RXN
PWY-6287	RXNARA-8002
PWY-6287	RXN-8023
PWY-6287	RXN-8024
PWY-6287	RXN-8022
PWY0-1554	RXN0-7067
PWY0-1554	RXN0-7066
PWY-7589	RXN-16035
PWY-7589	RXN-16032
PWY-6288	RXN-10672
PWY-6288	RXN-10673
PWY-6581	RXN-11651
PWY-6581	RXN-11650
PWY-6581	RXN-11647
PWY-6581	RXN-11649
PWY-6581	RXN-11653
PWY-6581	RXN-12412
PWY-6581	RXN-11648
PWY-6581	RXN-10643
PWY-6581	RXN-11652
PWY-7286	RXN-14517
PWY-7286	RXN-14516
PWY-7286	RXN-14518
PWY-7286	RXN-14519
PWY-6282	RXN-10659
PWY-6282	RXN-10658
PWY-6282	RXN-9550
PWY-6282	RXN-10654
PWY-6282	RXN-10657
PWY-6282	RXN-10655
PWY-6282	RXN-10656
PWY-6282	RXN-10660
PWY-6282	RXN-10661
PWY-7175	RXN-14016
PWY-7175	RXN-14017
PWY-7393	RXN-12412
PWY-7393	RXN1F-150
PWY-7591	RXN-16058
PWY-7591	RXN-16056
PWY-7591	RXN1F-150
PWY-7591	RXN-16055
PWY-7591	RXN-12412
PWY-7591	RXN-16057
PWY-7581	RXN-16006
PWY-7581	ACNEULY-RXN
PWY0-1221	RXN0-3942
PWY0-1221	RXN0-3901
PWY0-1221	RXN0-3922
PWY0-1221	RXN0-3921
PWY-7637	RXN-16442
PWY-7637	RXN-16443
PWY-7637	RXN-16440
PWY-7637	RXN-16437
PWY-7637	RXN-16439
PWY-7637	RXN-16436
PWY0-1324	NANE-RXN
PWY0-1324	NANK-RXN
PWY0-1324	ACNEULY-RXN
PWY-7638	RXN-8025
PWY-7638	RXN-16455
PWY-7638	RXN-16449
PWY-7638	RXN-8026
PUTDEG-PWY	AMINOBUTDEHYDROG-RXN
PUTDEG-PWY	PUTTRANSAM-RXN
PWY-7939	RXN-19135
PWY-7939	RXN1F-150
PWY-3	AMINOBUTDEHYDROG-RXN
PWY-3	RXN-8
PWY-7940	RXN-19138
PWY-7940	RXN-19140
PWY-7940	RXN-19139
PWY-2	RXN-6423
PWY-2	AMINOBUTDEHYDROG-RXN
PWY-2	PUTRESCINE-OXIDASE-RXN
PWY-7947	RXN-19178
PWY-7947	RXN-11647
PWY-7947	RXN-19183
PWY-7947	RXN-10643
PWY-7947	RXN-19179
IDNCAT-PWY	GLUCONOKIN-RXN
IDNCAT-PWY	1.1.1.264-RXN
IDNCAT-PWY	GLUCONATE-5-DEHYDROGENASE-RXN
PWY-7516	4.2.1.43-RXN
PWY-7516	RXN-8775
PWY-7516	RXN-15590
GALACTCAT-PWY	DEHYDDEOXPHOSGALACT-ALDOL-RXN
GALACTCAT-PWY	GALACTONDEHYDRAT-RXN
GALACTCAT-PWY	DEHYDDEOXGALACTKIN-RXN
PWY-7242	KDPGALDOL-RXN
PWY-7242	MANNONDEHYDRAT-RXN
PWY-7242	MANNONOXIDOREDUCT-RXN
PWY-7242	DEOXYGLUCONOKIN-RXN
DHGLUCONATE-PYR-CAT-PWY	DEHYDOGLUCONOKINASE-RXN
DHGLUCONATE-PYR-CAT-PWY	1.1.1.43-RXN
DHGLUCONATE-PYR-CAT-PWY	RXN0-6373
DHGLUCONATE-PYR-CAT-PWY	GLUCONATE-2-DEHYDROGENASE-RXN
DHGLUCONATE-PYR-CAT-PWY	GLUCONOLACT-RXN
KETOGLUCONMET-PWY	GLUCONATE-5-DEHYDROGENASE-RXN
KETOGLUCONMET-PWY	1.1.1.274-RXN
KETOGLUCONMET-PWY	YIAE1-RXN
KETOGLUCONMET-PWY	RXN0-7021
KETOGLUCONMET-PWY	GLUCONOKIN-RXN
KETOGLUCONMET-PWY	RXN0-7020
KETOGLUCONMET-PWY	1.1.1.264-RXN
KETOGLUCONMET-PWY	1.1.1.215-RXN
GLUCUROCAT-PWY	MANNONOXIDOREDUCT-RXN
GLUCUROCAT-PWY	GLUCUROISOM-RXN
PWY-7247	RXN-14693
PWY-7247	GLUCUROISOM-RXN
PWY-7247	BETA-GLUCURONID-RXN
PWY-6501	RXN-15907
PWY-6501	RXN-15905
PWY-6501	25-DIOXOVALERATE-DEHYDROGENASE-RXN
PWY-6501	4.2.1.41-RXN
PWY-6501	RXN-11407
PWY-5658	RXN-8849
PWY-5658	MANNPGUANYLTRANGDP-RXN
PWY-5658	2.7.7.13-RXN
PWY-5656	2.7.7.13-RXN
PWY-5656	3.1.3.70-RXN
PWY-5656	2.4.1.217-RXN
PWY-5656	MANNPGUANYLTRANGDP-RXN
ARGDEG-V-PWY	ARGININE-2-MONOOXYGENASE-RXN
ARGDEG-V-PWY	GUANIDINOBUTYRASE-RXN
ARGDEG-V-PWY	GUANIDINOBUTANAMIDE-NH3-RXN
AST-PWY	SUCCGLUALDDEHYD-RXN
AST-PWY	SUCCGLUDESUCC-RXN
AST-PWY	SUCCARGDIHYDRO-RXN
AST-PWY	ARGININE-N-SUCCINYLTRANSFERASE-RXN
AST-PWY	SUCCORNTRANSAM-RXN
PWY-5837	O-SUCCINYLBENZOATE-COA-LIG-RXN
PWY-5837	2.5.1.64-RXN
PWY-5837	ISOCHORSYN-RXN
PWY-5837	NAPHTHOATE-SYN-RXN
PWY-5837	RXN-9310
PWY-5837	O-SUCCINYLBENZOATE-COA-SYN-RXN
PWY-5837	RXN-9311
GLUCARDEG-PWY	GKI-RXN
GLUCARDEG-PWY	KDGALDOL-RXN
GLUCARDEG-PWY	GLUCARDEHYDRA-RXN
GLUCARDEG-PWY	TSA-REDUCT-RXN
PWY-6499	4.2.1.41-RXN
PWY-6499	25-DIOXOVALERATE-DEHYDROGENASE-RXN
PWY-6499	GLUCARDEHYDRA-RXN
PWY-5924	RXN-9409
PWY-5924	RXN-9418
PWY-5924	RXN-9423
PWY-5924	RXN-9948
PWY-5924	RXN-9411
PWY-5924	RXN-9416
PWY-5924	RXN-9413
PWY-6526	RXN-11462
PWY-6526	RXN-11493
PWY-6526	RXN-15824
PWY-6964	GLUTAMINESYN-RXN
PWY-6964	GLUTAMATE-SYNTHASE-FERREDOXIN-RXN
PWY-8029	RXN-20142
PWY-8029	PERILLYL-ALCOHOL-DEHYDROGENASE-RXN
PWY-8029	RXN-20141
PWY-8029	RXN-20144
PWY-8029	RXN-14280
PWY-8029	RXN-20143
PWY-8029	RXN-20145
AMMASSIM-PWY	GLUTAMINESYN-RXN
AMMASSIM-PWY	GLUTAMATESYN-RXN
PWY-5923	3.3.2.8-RXN
PWY-5923	RXN-9407
PWY-5923	RXN-9417
PWY-5923	RXN-9949
PWY-5923	RXN-9415
PWY-5923	RXN-9406
PWY-5923	RXN-9410
PWY-7378	AMINOPROPDEHYDROG-RXN
PWY-7378	THREODEHYD-RXN
PWY-7378	THREOSPON-RXN
PWY-7378	RXN-8627
PWY-5443	RXN-8626
PWY-5443	4.1.1.81-RXN
PWY490-3	GLUTAMINESYN-RXN
PWY490-3	FERREDOXIN--NITRITE-REDUCTASE-RXN
PWY490-3	GLUTDEHYD-RXN
PWY490-3	1.7.7.2-RXN
PWY-7037	RXN-13316
PWY-7037	RXN-13318
PWY-7037	RXN-13315
PWY-7037	RXN-13314
PWY-7037	RXN-13317
PWY-7037	RXN-13269
PWY-5675	RXN0-6377
PWY-5675	GLUTAMINESYN-RXN
PWY-5675	GLUTDEHYD-RXN
PWY-5675	NITRATE-REDUCTASE-NADPH-RXN
BIOTIN-BIOSYNTHESIS-PWY	RXN-11484
BIOTIN-BIOSYNTHESIS-PWY	DAPASYN-RXN
PWY0-1507	2.8.1.6-RXN
PWY0-1507	DETHIOBIOTIN-SYN-RXN
PWY0-1507	DAPASYN-RXN
PWY-7380	RXN-14930
PWY-7380	2.8.1.6-RXN
PWY-7380	DETHIOBIOTIN-SYN-RXN
PWY-5005	DETHIOBIOTIN-SYN-RXN
PWY-5005	DAPASYN-RXN
PWY-5005	RXN-14930
PWY-5005	2.8.1.6-RXN
PWY-5005	7KAPSYN-RXN
PWY-7031	RXN-13277
PWY-7031	RXN-13276
PWY-7031	RXN-13280
PWY-7031	RXN-13275
PWY-7031	RXN-13269
PWY-7031	RXN-13274
PWY-6116	RXN-9936
PWY-6116	RXN-9935
ARG-PRO-PWY	ARGINASE-RXN
ARG-PRO-PWY	ORNITHINE-GLU-AMINOTRANSFERASE-RXN
ARG-PRO-PWY	SPONTPRO-RXN
ARG-PRO-PWY	PYRROLINECARBREDUCT-RXN
ARGASEDEG-PWY	ARGINASE-RXN
ARGASEDEG-PWY	ORNITHINE-GLU-AMINOTRANSFERASE-RXN
ARGASEDEG-PWY	RXN-14116
ARGSYN-PWY	ARGSUCCINLYA-RXN
ARGSYN-PWY	ORNCARBAMTRANSFER-RXN
ARGSYN-PWY	ACETYLORNDEACET-RXN
ARGSYN-PWY	ARGSUCCINSYN-RXN
ARGSYN-PWY	CARBPSYN-RXN
PWY-5154	N-ACETYLTRANSFER-RXN
PWY-5154	ACETYLORNTRANSAM-RXN
PWY-5154	ACETYLGLUTKIN-RXN
PWY-5154	ARGSUCCINLYA-RXN
PWY-5154	2.1.3.9-RXN
PWY-5154	ARGSUCCINSYN-RXN
PWY-5154	CARBPSYN-RXN
PWY-5154	RXN-7933
PWY-5154	N-ACETYLGLUTPREDUCT-RXN
ARGSYNBSUB-PWY	ACETYLORNTRANSAM-RXN
ARGSYNBSUB-PWY	N-ACETYLTRANSFER-RXN
ARGSYNBSUB-PWY	ACETYLGLUTKIN-RXN
ARGSYNBSUB-PWY	ARGSUCCINLYA-RXN
ARGSYNBSUB-PWY	ORNCARBAMTRANSFER-RXN
ARGSYNBSUB-PWY	ARGSUCCINSYN-RXN
ARGSYNBSUB-PWY	CARBPSYN-RXN
ARGSYNBSUB-PWY	GLUTAMATE-N-ACETYLTRANSFERASE-RXN
ARGSYNBSUB-PWY	N-ACETYLGLUTPREDUCT-RXN
PWY-7400	RXN-15005
PWY-7400	ARGSUCCINLYA-RXN
PWY-7400	RXN-15003
PWY-7400	ORNCARBAMTRANSFER-RXN
PWY-7400	ACETYLORNDEACET-RXN
PWY-7400	RXN-15004
PWY-7400	ARGSUCCINSYN-RXN
PWY-7400	CARBPSYN-RXN
PWY-7400	RXN-15006
PWY-7400	RXN-15007
PWY-5314	RXN-8173
PWY-5314	RXN-8808
PWY-6328	RXN-14724
PWY-6328	RXN-10853
PWY-6328	RXN-10854
PWY-6328	LYSDECARBOX-RXN
PWY-6328	RXN-8182
PWY-6328	VAGL-RXN
PWY-5283	RXN-14724
PWY-5283	2-AMINOADIPATE-AMINOTRANSFERASE-RXN
PWY-5283	L-PIPECOLATE-OXIDASE-RXN
PWY-5283	LYSINE-RACEMASE-RXN
PWY-5283	RXN-8172
PWY-5283	RXN-8167
PWY-5283	RXN-8162
PWY-5283	RXN-8166
PWY-5283	RXN-8163
PWY-5280	RXN-14724
PWY-5280	5-AMINOPENTANAMIDASE-RXN
PWY-5280	LYSINE-2-MONOOXYGENASE-RXN
PWY-5280	RXN-8182
PWY-5280	VAGL-RXN
GALACTUROCAT-PWY	KDPGALDOL-RXN
GALACTUROCAT-PWY	GALACTUROISOM-RXN
