	copy_number
Actinomyces_gaoshouyii	3
Acinetobacter_lactucae	6
Sporosarcina_sp._P33	8
Colwellia_sp._PAMC_21821	6
Ferroplasma_acidiphilum	1
Rhodococcus_sp._BH4	5
Rhodovulum_sp._P5	3
Parasaccharibacter_apium	1
Roseovarius_mucosus	2
Sphingobium_herbicidovorans	2
Streptomyces_sp._Sge12	7
Sporosarcina_ureae	8
Streptomyces_violaceoruber	6
Streptomyces_gilvosporeus	6
Pantoea_stewartii	7
Halomonas_sp._GT	6
Kitasatospora_albolonga	6
Kitasatospora_aureofaciens	9
Veillonella_atypica	4
Thioclava_electrotropha	3
Klebsiella_sp._M5al	8
Streptomyces_sp._MOE7	7
Streptomyces_sp._S8	6
Cnuibacter_physcomitrellae	2
Halobacillus_mangrovi	7
[Pseudomonas]_mesoacidophila	6
Staphylococcus_lutrae	6
Pantoea_alhagi	7
Campylobacter_cuniculorum	2
Magnetospirillum_sp._ME-1	2
Paracoccus_contaminans	2
Mycobacterium_colombiense	1
Cellulosimicrobium_sp._TH-20	3
Fibrella_sp._ES10-3-2-2	3
Sporosarcina_sp._P37	8
Alkalihalobacillus_krulwichiae	15
Bacillus_vallismortis	9.67
Prosthecochloris_sp._HL-130-GSB	2
Acidianus_manzaensis	1
Marinobacter_salarius	3
Rhizobacter_gummiphilus	3
Sedimentisphaera_salicampi	3
Nonlabens_sediminis	3
Oceanicoccus_sagamiensis	2
Candidatus_Nucleicultrix_amoebiphila	2
Methylocystis_bryophila	2
Ketogulonicigenium_robustum	6
Rhizobium_sp._NXC14	3
Rhizobium_sp._TAL182	3
Methylorubrum_zatmanii	5
Bordetella_genomosp._13	3
Bordetella_genomosp._8	3
Bordetella_genomosp._6	3
Bordetella_genomosp._9	3
Pseudorhodoplanes_sinuspersici	1
Macrococcus_canis	5
Oxalobacter_formigenes	1.67
Streptomyces_sp._SCSIO_3032	5
Campylobacter_sp._RM6137	3
Campylobacter_sp._RM12175	3
Campylobacter_sp._RM8964	3
Campylobacter_lanienae	3
Leptolyngbya_boryana	3.33
Photobacterium_damselae	17.5
Sphingomonas_sp._KC8	2
Kushneria_konosiri	4
Natrarchaeobaculum_aegyptiacum	2
Corynebacterium_striatum	4
Candidatus_Nitrosomarinus_catalina	1
Acidovorax_carolinensis	4
Kushneria_marisflavi	4
Agarilytica_rhodophyticola	3
Vibrio_aphrogenes	7
Mycobacterium_dioxanotrophicus	3
Bacillus_horikoshii	8
Oceanisphaera_avium	8
Oceanisphaera_profunda	8
Comamonas_serinivorans	4
Yoonia_vestfoldensis	2
Sulfuriferula_sp._AH1	3
Cellvibrio_sp._PSBB006	2
Sulfurospirillum_sp._SL2-1	3
Cellulosimicrobium_cellulans	3
Oleiphilus_messinensis	5
Spiroplasma_clarkii	2
Tatumella_citrea	7
Pseudomonas_sp._M30-35	4
Acinetobacter_sp._WCHA45	6
Acinetobacter_sp._WCHAc010052	7
Acinetobacter_sp._WCHA55	7
Acinetobacter_chinensis	7
Acidovorax_sp._T1	4
Klebsiella_sp._PO552	8
Streptomyces_alboflavus	6
Stenotrophomonas_sp._WZN-1	4
Paenibacillus_donghaensis	9
Streptomyces_albireticuli	7
Vibrio_gazogenes	8
Sphingobacterium_sp._G1-14	7
Thermococcus_sp._5-4	1
Enterococcus_wangshanyuanii	4
Alkalitalea_saponilacus	4
Bacillus_sp._MD-5	12
Bacillus_sonorensis	8
Cryobacterium_sp._LW097	3
Enterobacter_cloacae_complex_sp._ECNIH7	8
Pseudoalteromonas_piscicida	9
Staphylococcus_pettenkoferi	6
Brevundimonas_vesicularis	2
Staphylococcus_sciuri	5.83
Shewanella_sp._FDAARGOS_354	9
Methylovulum_psychrotolerans	1
Capnocytophaga_endodontalis	4
Idiomarina_piscisalsi	4
Francisella_halioticida	3
Lactiplantibacillus_pentosus	5
Candidatus_Mancarchaeum_acidiphilum	1
Vibrio_mediterranei	10.5
Thermococcus_celer	1
Thermococcus_gorgonarius	1
Vibrio_rotiferianus	13
Mycoplasma_hyosynoviae	1
Thermococcus_barossii	1
Thermococcus_pacificus	1
Thermococcus_siculi	1
Thermococcus_sp._P6	1
Thermococcus_thioreducens	1
Thermococcus_radiotolerans	1
Thermococcus_profundus	1
Thermococcus_chitonophagus	1
Anaplasma_ovis	1
Diaphorobacter_polyhydroxybutyrativorans	3
Brachyspira_hampsonii	1
Brevibacillus_formosus	17
Granulosicoccus_antarcticus	3
Shewanella_marisflavi	8
Chryseobacterium_sp._T16E-39	5
Neisseria_chenwenguii	4
Vibrio_sp._2521-89	10
Virgibacillus_phasianinus	7
Brachybacterium_avium	3
Paraphotobacterium_marinum	9
Shewanella_bicestrii	9
Aquitalea_magnusonii	8
Vibrio_casei	8
Vibrio_rumoiensis	8
Sphingorhabdus_sp._SMR4y	2
Bosea_sp._AS-1	2
Campylobacter_sputorum	3
Pseudoalteromonas_nigrifaciens	9
Pseudoalteromonas_espejiana	8
Blautia_hansenii	5
Bacteroides_caccae	5
Sulfitobacter_pseudonitzschiae	2
Vitreoscilla_filiformis	2
Arthrobacter_sp._YN	6
Virgibacillus_necropolis	7
Dehalobacterium_formicoaceticum	5
Arenibacter_algicola	3
Actinoalloteichus_hoggarensis	3
Enterocloster_bolteae	5
Neisseria_sp._KEM232	1
Bacterioplanes_sanyensis	4
Antarctobacter_heliothermus	2
Spiroplasma_corruscae	1
Labrenzia_sp._VG12	3
Qipengyuania_flava	2
Campylobacter_avium	2
Legionella_clemsonensis	4
Leptotrichia_sp._oral_taxon_498	5
Prosthecochloris_sp._GSB1	2
Prauserella_marina	3
Ligilactobacillus_agilis	8
Paenibacillus_kribbensis	10
Cellulomonas_sp._PSBB021	2
Paenibacillus_sp._RUD330	8
Aeribacillus_pallidus	7
Geobacillus_thermocatenulatus	10
Citrobacter_farmeri	7
Bacillus_cohnii	15
Kocuria_varians	3
Vibrio_qinghaiensis	10
Herbaspirillum_sp._meg3	3
Mucilaginibacter_xinganensis	3
Parabacteroides_sp._CT06	7
Nocardiopsis_gilva	6
Actinopolyspora_erythraea	5
Bradyrhizobium_amphicarpaeae	1
Bradyrhizobium_symbiodeficiens	1
Klebsiella_quasivariicola	8
Bacillus_sp._1s-1	8
Tsuneonella_mangrovi	1
Maribacter_cobaltidurans	2
Lelliottia_jeotgali	8
Cytobacillus_kochii	10
Rhizobium_sp._11515TR	3
Enterococcus_durans	6
Thermogutta_terrifontis	1
Ochrobactrum_quorumnocens	4
Paraburkholderia_aromaticivorans	6.5
Bradyrhizobium_ottawaense	1
Clostridium_isatidis	9
Chryseobacterium_piperi	5
Mycobacterium_marseillense	1
Plantactinospora_sp._KBS50	3
Candidatus_Hamiltonella_defensa	3
Rickettsia_endosymbiont_of_Bemisia_tabaci	1
Aeromonas_dhakensis	10
Corynebacterium_glaucum	4
Candidatus_Nanopelagicus_limnes	1
Candidatus_Planktophila_lacus	1
Candidatus_Planktophila_dulcis	1
Candidatus_Nanopelagicus_hibericus	1
Candidatus_Planktophila_sulfonica	1
Streptomyces_sp._CLI2509	6
Candidatus_Planktophila_versatilis	1
Candidatus_Planktophila_vernalis	1
Sphingobium_hydrophobicum	3
Candidatus_Nanopelagicus_abundans	1
Candidatus_Planktophila_limnetica	1
Sinorhizobium_sp._CCBAU_05631	3
Ensifer_sojae	3
Pectobacterium_polaris	7
Enterococcus_thailandicus	6
Mesoplasma_chauliocola	2
Variovorax_boronicumulans	2
Gibbsiella_quercinecans	7
Brenneria_goodwinii	7
Capnocytophaga_sputigena	4
Capnocytophaga_gingivalis	3
Capnocytophaga_cynodegmi	3
Capnocytophaga_sp._H4358	3
Capnocytophaga_sp._H2931	3
Capnocytophaga_leadbetteri	4
Capnocytophaga_stomatis	3
Melittangium_boletus	4
Cystobacter_fuscus	4
Sulfurospirillum_sp._JPD-1	3
Pseudomonas_mosselii	7
Lactococcus_raffinolactis	4
Nibricoccus_aquaticus	1
Pseudoalteromonas_tunicata	10
Pseudoalteromonas_tetraodonis	8
Pseudoalteromonas_agarivorans	8
Macrococcus_sp._IME1552	5
Neisseria_sp._10022	3
Luteimonas_chenhongjianii	2
Janthinobacterium_svalbardensis	8
Clostridium_chauvoei	9
Desulfovibrio_sp._G11	3
Mycobacterium_sp._PYR15	2
Actinosynnema_pretiosum	5
Thauera_sp._K11	4
Corynebacterium_suranareeae	6
Streptococcus_troglodytae	5
Rhizorhabdus_dicambivorans	2
Variibacter_gotjawalensis	1
Aneurinibacillus_soli	17
Microcella_alkaliphila	1
Sulfurifustis_variabilis	1
Mucilaginibacter_gotjawali	2
Stanieria_sp._NIES-3757	2
Pseudomonas_furukawaii	5
Streptomyces_laurentii	7
Aurantimicrobium_minutum	1
Hafnia_sp._CBA7124	8
Filimonas_lacunae	5
Halopenitus_persicus	2
Halorubrum_trapanicum	2
Sulfuricaulis_limicola	1
Sphingobium_cloacae	2
Streptococcus_sp._NPS_308	4
Rothia_aeria	3
Candidatus_Desulfovibrio_trichonymphae	2
Lysobacter_enzymogenes	2
Mycoplasma_bovigenitalium	2
Candidatus_Nitrosoglobus_terrae	2
Microbacterium_sp._TPU_3598	2
Actinomyces_sp._Chiba101	3
Synechococcus_sp._NIES-970	2
Labilibaculum_antarcticum	6
Mycobacterium_shigaense	1
[Mycobacterium]_stephanolepidis	1
Thiohalobacter_thiocyanaticus	1
Fusobacterium_varium	7
Halorhodospira_halochloris	2
Calothrix_sp._NIES-2098	4
Chondrocystis_sp._NIES-4102	3
Calothrix_sp._NIES-3974	3
Calothrix_sp._NIES-4071	5
Ichthyobacterium_seriolicida	1
Ureibacillus_thermosphaericus	9
Acinetobacter_guillouiae	7
Weissella_paramesenteroides	8
Enterococcus_sp._FDAARGOS_375	5
Providencia_alcalifaciens	7
Brachybacterium_ginsengisoli	3
Pseudoalteromonas_marina	8
Brachybacterium_vulturis	3
Rhodobacter_sp._CZR27	4
Phaeobacter_piscinae	4
Celeribacter_ethanolicus	3
Zobellella_denitrificans	8
Pseudoalteromonas_sp._1_2015MBL_MicDiv	9
Eubacterium_maltosivorans	5
Mesoplasma_lactucae	3
Methylomonas_koyamae	3
Halomonas_hydrothermalis	6
Staphylococcus_nepalensis	6
Bacillus_glycinifermentans	8
Dermabacter_jinjuensis	3
Cycloclasticus_sp._PY97N	2
Acetobacter_pomorum	5
Alteromonas_pelagimontana	4
Rhodococcus_sp._H-CA8f	5
Celeribacter_manganoxidans	2
Rhizobium_acidisoli	3
Halomonas_beimenensis	5
Acetobacter_tropicalis	5
Streptomyces_formicae	6
Chitinophaga_caeni	4
Nocardia_terpenica	3
Aeromonas_sp._CU5	10
Faecalibacterium_prausnitzii	6
Aeromonas_sp._CA23	10
Proteus_vulgaris	7
Pseudomonas_sp._FDAARGOS_380	6
Streptomyces_malaysiensis	6
Rhizobium_sp._ACO-34A	4
Acinetobacter_sp._LoGeW2-3	7
Candidatus_Fonsibacter_ubiquis	1
Bacillus_aryabhattai	10.5
Mycoplasma_bovirhinis	3
Dickeya_dianthicola	7
Companilactobacillus_farciminis	4
Actinoplanes_sp._SE50	6
Solibacillus_sp._R5-41	12
Collinsella_aerofaciens	5
Pedobacter_ginsengisoli	5
Microvirga_ossetica	4
Paenibacillus_sp._BIHB4019	8
Paenibacillus_ihbetae	9
Rhodococcus_ruber	4.2
Caulobacter_sp._FWC26	2
Caulobacter_mirabilis	2
Mesoplasma_entomophilum	2
Methylosinus_trichosporium	3
Massilia_violaceinigra	6
Pseudomonas_sp._HLS-6	7
Roseomonas_sp._FDAARGOS_362	5
Synechococcus_lividus	1
Xanthomonas_phaseoli	2
Bifidobacterium_choerinum	4
Lactobacillus_terrae	3
Fusobacterium_pseudoperiodonticum	5
Bacillus_sp._Lzh-5	9
Phyllobacterium_zundukense	3
Chryseobacterium_camelliae	4
Legionella_endosymbiont_of_Polyplax_serrata	1
Sphingorhabdus_sp._YGSMI21	2
Streptomyces_peucetius	6
Candidatus_Nitrosotenuis_aquarius	1
Enterobacter_sp._CRENT-193	8
Mariprofundus_aestuarium	2
Mariprofundus_ferrinatatus	1
Reinekea_forsetii	5
Qipengyuania_seohaensis	1
Amycolatopsis_sp._AA4	4
Sphingomonas_sp._Cra20	2
Streptomyces_lavendulae	7
Entomoplasma_luminosum	1
Entomoplasma_somnilux	1
Mesoplasma_tabanidae	2
Kyrpidia_spormannii	5
Entomoplasma_melaleucae	2
Streptomyces_cavourensis	6
Entomoplasma_freundtii	2
Mesoplasma_coleopterae	2
Idiomarina_sp._X4	4
Bartonella_sp._1-1C	2
Streptomyces_sp._M56	6
Pseudomonas_sp._SGAir0191	6
Achromobacter_spanius	3.5
Acinetobacter_bereziniae	7
Spiroplasma_floricola	1
Nostoc_flagelliforme	6
Spiribacter_roseus	1
Methanobacterium_subterraneum	2
Methanobacterium_sp._MZ-A1	2
Candidatus_Thiodictyon_syntrophicum	2
Rhizobium_sp._Y9	4
Sagittula_sp._P11	2
Spirosoma_pollinicola	1
Bradyrhizobium_sp._SK17	1
Alteromonas_sp._MB-3u-76	5
Nonlabens_sp._MB-3u-79	3
Olleya_sp._Bg11-27	4
Lacinutrix_sp._Bg11-31	2
Polaribacter_sp._ALD11	6
Streptomyces_sp._S063	6
Planococcus_sp._MB-3u-03	9
Bacillus_sp._HBCD-sjtu	13
Shewanella_sp._Pdp11	10
Kangiella_profundi	2
Providencia_sp._WCHPHu000369	7
Bacillus_sp._SJ-10	9
Mesoplasma_syrphidae	2
Microbacterium_hominis	2.25
Haloarcula_taiwanensis	2
Thalassospira_marina	6
Hungateiclostridium_saccincola	3
Streptomyces_sp._CMB-StM0423	5
Paracoccus_sp._BM15	2
Paracoccus_zhejiangensis	2
Chromobacterium_sp._ATCC_53434	8
Legionella_sainthelensi	4
Gordonia_sp._YC-JH1	4
Streptomyces_sp._DUT11	6
Arthrobacter_crystallopoietes	9
Amycolatopsis_sp._BJA-103	4
Glaesserella_sp._15-184	6
Prevotella_jejuni	4
Virgibacillus_dokdonensis	6
Companilactobacillus_alimentarius	4
Lactobacillus_hordei	6
Liquorilactobacillus_nagelii	6
Pseudoalteromonas_sp._NC201	9
Staphylococcus_hominis	5.17
Coxiella-like_endosymbiont_of_Amblyomma_americanum	1
Bacillus_siamensis	9
Enterococcus_sp._CR-Ec1	5
Enterobacter_cancerogenus	8
Bordetella_trematum	4.25
Enterobacter_sp._Crenshaw	8
Ketobacter_alkanivorans	3
Nocardioides_houyundeii	3
Paracoccus_jeotgali	2
Paeniclostridium_sordellii	17
Niveispirillum_cyanobacteriorum	4
Tsukamurella_tyrosinosolvens	2
Bacteriovorax_stolpii	2
Paenibacillus_sp._lzh-N1	15
Azoarcus_pumilus	3
Pseudomonas_sp._NC02	5
Citrobacter_freundii_complex_sp._CFNIH2	7
Flavivirga_eckloniae	2
Vibrio_jasicida	12
Tamlana_carrageenivorans	3
Laceyella_sacchari	12
Rhodococcus_qingshengii	5.25
Lysinibacillus_sp._YS11	11
Pseudoclostridium_thermosuccinogenes	4
Nostoc_sp._CENA543	5
Escherichia_marmotae	7
Streptococcus_parauberis	6
Aeromonas_sp._ASNIH5	10
Achromobacter_sp._AONIH1	3
Paraburkholderia_terrae	6
Paraburkholderia_hospita	7
Leclercia_sp._LSNIH1	8
Citrobacter_freundii_complex_sp._CFNIH3	8
Citrobacter_freundii_complex_sp._CFNIH9	8
Aeromonas_sp._ASNIH3	10
Aeromonas_sp._ASNIH7	10
Pseudomonas_avellanae	5
Candidatus_Nitrosocaldus_islandicus	1
Salinigranum_rubrum	2
Vibrio_hyugaensis	12
Streptomyces_sp._SM17	7
Streptomyces_sp._SM18	6
Pectobacterium_versatile	7
Pseudomonas_orientalis	6
Aeromonas_sp._ASNIH1	10
Pseudomonas_sp._PONIH3	7
Aeromonas_sp._ASNIH4	10
Citrobacter_freundii_complex_sp._CFNIH4	8
Citrobacter_sp._CFNIH10	7
Acinetobacter_sp._ACNIH1	7
Aeromonas_sp._ASNIH2	10
Acinetobacter_sp._ACNIH2	7
Serratia_sp._SSNIH1	7
Leclercia_sp._LSNIH3	8
Kitasatospora_sp._MMS16-BH015	11
Streptomyces_sp._WAC00288	6
Rhizobium_sp._NXC24	3
Acinetobacter_sp._SWBY1	7
Streptomyces_dengpaensis	6
Pseudomonas_sp._SWI44	7
Pseudomonas_sp._SWI6	9
Pseudomonas_sp._SWI36	7
Devosia_sp._I507	2
'Nostoc_sp._''Peltigera_membranacea_cyanobiont''_N6'	4
'Nostoc_sp._''Lobaria_pulmonaria_(5183)_cyanobiont'''	3
Pseudomonas_sp._LH1G9	6
Pseudomonas_sp._LG1D9	6
Pontimonas_salivibrio	1
Rahnella_sp._ERMR1:05	8
Simonsiella_muelleri	5
Vitreoscilla_sp._C1	7
Desulfobulbus_oralis	2
Porphyrobacter_sp._HT-58-2	1
Lelliottia_nimipressuralis	8
Halalkaliarchaeum_desulfuricum	2
Pseudomonas_sp._XWY-1	7
Sphingopyxis_sp._MG	1
Mixta_gaviniae	7
Mixta_calida	7
Vibrio_diabolicus	11.8
Deinococcus_sp._NW-56	3
Acinetobacter_indicus	7
Streptococcus_pluranimalium	5.5
Arthrobacter_sp._PGP41	4
Aureitalea_sp._RR4-38	2
Halomonas_sp._GFAJ-1	6
Shewanella_sp._WE21	10
Pseudomonas_sp._MYb193	6
Stenotrophomonas_sp._MYb57	4
Serratia_sp._MYb239	7
Idiomarina_sp._OT37-5b	4
Lactobacillus_sp._CBA3605	5
Lactobacillus_sp._CBA3606	5
Lysinibacillus_sp._B2A1	2
Acinetobacter_sp._MYb10	7
Pediococcus_inopinatus	4
Oligella_urethralis	3
Staphylococcus_cohnii	6
Gordonia_iterans	4
'Microbacterium_sp._str._''China'''	2
Fastidiosipila_sanguinis	2
Bacteroides_zoogleoformans	4
Bacteroides_heparinolyticus	4
Haemophilus_sp._oral_taxon_036	6
Capnocytophaga_sp._oral_taxon_864	4
Mogibacterium_diversum	2
Capnocytophaga_sp._oral_taxon_878	4
Dietzia_sp._oral_taxon_368	4
Actinomyces_sp._oral_taxon_897	3
Salinicola_tamaricis	5
Mesoflavibacter_sp._HG96	2
Mesoflavibacter_sp._HG37	2
Phreatobacter_cathodiphilus	2
Ottowia_oryzae	2
Melaminivora_sp._SC2-9	3
Simplicispira_suum	3
Enterobacter_cloacae_complex_sp._FDA-CDC-AR_0132	8
Staphylococcus_felis	6
Pulveribacter_suum	3
Candidatus_Phycorickettsia_trachydisci	1
Aeromonas_rivipollensis	10
Ahniella_affigens	2
Synechocystis_sp._IPPAS_B-1465	2
Staphylococcus_kloosii	7
Staphylococcus_muscae	6
Fusobacterium_mortiferum	8
Fusobacterium_ulcerans	7
Fusobacterium_gonidiaformans	6
Fusobacterium_necrophorum	6
Microcystis_sp._MC19	2
Fusobacterium_periodonticum	5
Variovorax_sp._PMC12	3
Plesiomonas_shigelloides	12.33
Gramella_fulva	3
Acinetobacter_cumulans	7
Lactobacillus_sp._D1501	5
Massilia_armeniaca	7
Plantactinospora_sp._BC1	1
Plantactinospora_sp._BB1	1
Thauera_aromatica	4
'Halomonas_sp._''Soap_Lake_#6'''	6
Streptomyces_sp._P3	6
Halomonas_sp._SF2003	7
Bacillus_sp._ZY-1-1	9
Carboxydocella_thermautotrophica	5
Bacillus_sp._Y-01	13
Yersinia_massiliensis	7
Dickeya_sp._Secpp_1600	7
Lelliottia_sp._WB101	8
Dietzia_sp._JS16-p6b	2
Streptomyces_lunaelactis	6
Flavobacterium_magnum	3
Thermodesulfobium_acidiphilum	2
Algicoccus_marinus	3
Paenibacillus_sp._CAA11	13
Gemmobacter_sp._HYN0069	3
Colwellia_sp._Arc7-D	6
Aminobacter_sp._MSH1	2
Catenovulum_sp._CCB-QB4	7
Polynucleobacter_difficilis	1
Corynebacterium_sp._2183	4
Mycetocola_zhujimingii	3
Salinibacterium_hongtaonis	2
Aeromicrobium_sp._592	2
Corynebacterium_sp._2184	4
Agromyces_sp._MF30-A	2
Methyloceanibacter_sp._wino2	1
Rhodobacter_blasticus	2
Enterobacter_cloacae_complex_sp._FDA-CDC-AR_0164	8
Candidatus_Kinetoplastibacterium_sorsogonicusi	3
Candidatus_Fokinia_solitaria	1
Phytobacter_sp._SCO41	7
Lysinibacillus_sp._2017	14
Actinobaculum_sp._313	2
Miniimonas_sp._S16	2
Streptomyces_nigra	6
Microbulbifer_sp._A4B17	5
Flavobacterium_faecale	6
Flavobacterium_kingsejongi	6
Streptococcus_chenjunshii	5
Dokdonia_sp._Dokd-P16	3
Limnobaculum_parvum	7
Flavobacterium_album	3
Dietzia_lutea	4
Dietzia_psychralcaliphila	3
Clostridium_drakei	10
Bacillus_thermoamylovorans	8
Streptomyces_tirandamycinicus	5
Flavobacterium_pallidum	3
Helicobacter_apodemus	3
Aquabacterium_olei	4
Actinobacillus_porcitonsillarum	6
Azoarcus_communis	4
Salipiger_pacificus	5
Methylobacterium_sp._DM1	5
Actinomyces_sp._Z16	3
Azospirillum_sp._TSH58	9
Streptomyces_spongiicola	6
Flavobacterium_crocinum	6
Candidatus_Fukatsuia_symbiotica	5
Rhodococcus_sp._S2-17	4
Azospirillum_thermophilum	7
Massilia_oculi	7
Allopseudarcicella_aquatilis	3
Saliniradius_amylolyticus	4
Flavobacterium_sediminis	3
Gemmata_obscuriglobus	5
Hymenobacter_nivis	3
Phenylobacterium_parvum	1
Lactobacillus_apis	4
Lactobacillus_kullabergensis	4
Pseudomonas_sp._31-12	6
Microvirga_sp._17_mud_1-3	3
Streptococcus_sobrinus	6
Deinococcus_irradiatisoli	3
Streptomyces_sp._NEAU-S7GS2	7
Lactobacillus_helsingborgensis	4
Methylobacterium_durans	4
Methylobacterium_sp._17Sr1-43	6
Methylobacterium_terrae	9
Methylobacterium_sp._17Sr1-1	11
Candidatus_Cardinium_hertigii	1
Salinisphaera_sp._LB1	2
Paenibacillus_sp._Cedars	8
Acidiferrobacter_sp._SPIII_3	1
Auritidibacter_sp._NML130574	2
Aurantimicrobium_sp._MWH-Mo1	1
Metallosphaera_hakonensis	1
Acidianus_sulfidivorans	1
Acidianus_brierleyi	1
Citrobacter_sp._CRE-46	8
Pseudomonas_sp._R2A2	4
Streptomyces_actuosus	6
Psychrobacter_sp._YP14	3
Corynebacterium_provencense	6
Blattabacterium_sp._(Cryptocercus_kyebangensis)	1
Azospirillum_ramasamyi	10
Burkholderia_sp._JP2-270	6
Lysobacter_maris	2
Methylobacterium_sp._XJLW	4
Citrobacter_youngae	8
Bradymonas_sediminis	5
Streptacidiphilus_bronchialis	8
Arcticibacterium_luteifluviistationis	2
Echinicola_strongylocentroti	4
Streptomyces_cadmiisoli	6
Polynucleobacter_paneuropaeus	1
Klebsiella_huaxiensis	8
Erythrobacter_sp._KY5	1
Alloprevotella_sp._E39	3
Methanosphaera_sp._BMS	2
Paraliobacillus_zengyii	9
Blattabacterium_clevelandi	1
Paenibacillus_sp._DCT19	11
Arthrobacter_dokdonellae	5
Streptomyces_bacillaris	6
Flagellimonas_maritima	2
Mycoplasma_cloacale	1.5
Mycoplasma_anseris	2
Mycoplasma_anatis	2
Paracoccus_mutanolyticus	3
Paraburkholderia_dokdonella	4
Mucilaginibacter_rubeus	3.5
Mucilaginibacter_gossypii	3
Moraxella_bovis	4
Blautia_argi	5
Rhodococcus_biphenylivorans	4
Lactobacillus_murinus	6
Roseovarius_sp._TM1035	2
Pseudomonas_sp._LG1E9	6
Kocuria_sp._BT304	3
Francisella_adeliensis	3
Lysobacter_oculi	1
Massilia_sp._YMA4	7
Nitratireductor_sp._OM-1	2
Amycolatopsis_albispora	4
Flavobacterium_sp._HYN0086	6
Sphingomonas_paucimobilis	3
Acetobacter_sp._JWB	5
Raoultella_sp._X13	8
Paracoccus_suum	2
Runella_sp._HYN0085	3
Streptomyces_globosus	7
Acidipropionibacterium_virtanenii	3
Chromobacterium_phragmitis	8
Aurantimicrobium_sp._MWH-Uga1	1
Candidatus_Thioglobus_sp._NP1	1
Acidisarcina_polymorpha	1
Paraburkholderia_caledonica	6
Paraburkholderia_graminis	6
Paraburkholderia_terricola	5
Streptomyces_sp._Go-475	6
Streptomyces_atratus	6
Bacillus_sp._DM2	10
Mycoplasma_phocidae	3
Leclercia_sp._W17	8
Leclercia_sp._W6	8
Salicibibacter_kimchii	6
Ephemeroptericola_cinctiostellae	4
Spiroplasma_phoeniceum	1
Haloplanus_rubicundus	2
Enterococcus_gilvus	6
Euzebya_sp._DY32-46	2
Flavobacterium_arcticum	3
Streptomyces_paludis	6
Deinococcus_wulumuqiensis	3
Thauera_hydrothermalis	3
Vibrio_splendidus	15
Malaciobacter_halophilus	6
Malaciobacter_mytili	6
Halarcobacter_bivalviorum	4
Humibacter_sp._BT305	2
Francisella_opportunistica	3
Haemophilus_haemolyticus	6
Neisseria_subflava	4
Ornithinimicrobium_sp._AMA3305	2
Sporosarcina_sp._PTS2304	9
Methanofervidicoccus_sp._A16	2
Cardinium_endosymbiont_of_Sogatella_furcifera	1
Gemella_sp._ND_6198	4
Oceanobacillus_sp._160	10
Sulfitobacter_sp._JL08	1
Sulfitobacter_sp._SK011	1
Sulfitobacter_sp._SK012	1
Sulfitobacter_sp._SK025	3
Acidibrevibacterium_fodinaquatile	1
Pseudomonas_kribbensis	6
Kordia_sp._SMS9	3
Xylella_taiwanensis	2
Candidatus_Cyclonatronum_proteinivorum	3
Sphingomonas_sp._FARSPH	2
Neisseria_polysaccharea	4
Erythrobacter_aureus	2
Brachybacterium_saurashtrense	3
Arcobacter_trophiarum	5
Bacteroides_intestinalis	4
Spiroplasma_alleghenense	2
Burkholderia_sp._IDO3	6
Saccharospirillum_mangrovi	4
Lysobacter_sp._TY2-98	2
Gallaecimonas_mangrovi	6
Microbacterium_foliorum	2
Megasphaera_stantonii	6
Paraburkholderia_caffeinilytica	6
Streptomyces_sp._CB09001	6
Mycoplasma_phocicerebrale	2
Austwickia_chelonae	2
Streptomyces_olivoreticuli	7
Candidatus_Vidania_fulgoroideae	1
Candidatus_Purcelliella_pentastirinorum	1
Flavobacterium_sp._CJ74	4
Thalassospira_indica	4
Thermaerobacter_sp._PB12/4term	2
Micromonospora_sp._B006	3
Pseudomonas_sp._phDV1	4
Olleya_aquimaris	4
Peribacillus_butanolivorans	12.5
Mariniflexile_sp._TRM1-10	2
Shewanella_algae	8
Solimonas_sp._K1W22B-7	2
Stenotrophomonas_sp._G4	3
Streptomyces_koyangensis	7
Salinimonas_sediminis	5
Natrarchaeobaculum_sulfurireducens	3
Acidilobus_sp._7A	1
Blastomonas_fulva	2
Breoghania_sp._L-A4	2
Maritalea_myrionectae	2
Marinobacter_sp._Arc7-DN-1	3
Dechloromonas_sp._HYN0024	3
Chromobacterium_rhizoryzae	8
Ruegeria_sp._AD91A	3
Phaeobacter_sp._LSS9	4
Alteromonas_sp._BL110	5
Nostoc_sphaeroides	4
Aquimarina_sp._BL5	3
Aquimarina_sp._AD1	3
Aquimarina_sp._AD10	3
Streptomyces_sp._CC0208	6
Vibrio_sp._dhg	12
Aeromicrobium_sp._A1-2	2
Deinococcus_ficus	3
Novosphingobium_sp._THN1	3
Erwinia_persicina	7
Staphylococcus_sp._M0911	7
Neorhizobium_sp._SOG26	4
Pseudoalteromonas_donghaensis	8
Lonsdalea_britannica	7
Bombilactobacillus_bombi	4
Arcobacter_suis	5
Arcobacter_skirrowii	4
Malaciobacter_marinus	6
Vibrio_alfacsensis	11
Profundibacter_amoris	2
Arcobacter_ellisii	5
Malaciobacter_molluscorum	6
Komagataeibacter_saccharivorans	5
Suicoccus_acidiformans	4
Paraflavitalea_soli	2
Meiothermus_taiwanensis	2
Gordonia_rubripertincta	4
Indioceanicola_profundi	7
Rubrobacter_indicoceani	1
Altererythrobacter_sp._B11	2
Staphylococcus_warneri	5.78
Streptomyces_fradiae	6
